ID,x,y,uavRge,Fullpower,uPow,U_uptime,U_downtime
104,92,110,0.83,30,23,36,96
105,60,72,0.81,26,22,39,99
106,90,30,0.82,27,26,70,130
107,99,75,0.84,25,19,12,72
108,102,39,0.9,21,21,80,140
109,6,118,0.88,24,21,77,137
110,37,57,0.81,24,20,56,116
111,78,59,0.9,30,19,39,99
112,63,21,0.81,27,26,59,119
113,27,98,0.88,24,23,86,146
114,109,58,0.86,22,22,25,85
115,81,40,0.85,27,22,44,104
116,47,9,0.83,23,23,27,87
117,45,95,0.81,23,22,8,68
118,60,87,0.82,25,19,109,169
119,67,68,0.85,20,19,26,86
120,118,23,0.89,23,19,27,87
121,61,85,0.89,26,22,34,94
122,2,119,0.86,25,21,70,130
123,117,9,0.88,29,24,72,132
124,81,66,0.89,21,20,42,102
125,63,18,0.86,26,22,1,61
126,14,31,0.81,29,20,89,149
127,44,83,0.88,23,21,9,69
128,119,86,0.85,28,23,31,91
129,42,13,0.8,22,19,103,163
130,113,115,0.86,24,19,107,167
131,79,2,0.81,23,21,44,104
132,114,16,0.89,21,20,84,144
133,32,88,0.83,27,23,31,91
134,91,83,0.84,22,20,13,73
135,56,42,0.87,21,20,44,104
136,95,18,0.84,30,24,36,96
137,74,34,0.85,25,20,45,105
138,59,27,0.84,28,28,102,162
139,90,36,0.85,23,22,101,161
140,36,63,0.85,24,21,14,74
141,53,113,0.84,26,20,89,149
142,31,84,0.87,25,22,10,70
143,24,0,0.83,24,24,47,107
144,105,65,0.88,29,23,51,111
145,116,110,0.88,23,20,23,83
146,61,35,0.8,26,21,23,83
147,26,110,0.88,26,25,45,105
148,45,98,0.83,21,20,47,107
149,46,20,0.83,23,22,82,142
150,29,13,0.87,27,24,120,180
151,112,30,0.87,26,24,17,77
152,31,63,0.88,22,21,56,116
153,15,102,0.9,22,21,2,62
154,96,74,0.83,23,23,82,142
155,37,92,0.86,29,24,47,107
156,81,39,0.89,27,23,30,90
157,4,25,0.84,24,23,1,61
158,82,116,0.85,21,20,101,161
159,119,94,0.84,24,24,64,124
160,111,5,0.85,24,19,51,111
161,27,52,0.82,23,22,24,84
162,79,82,0.82,29,28,71,131
163,83,49,0.9,21,19,56,116
164,101,39,0.86,26,26,74,134
165,46,96,0.87,28,20,51,111
166,0,69,0.86,27,24,14,74
167,29,22,0.86,20,19,36,96
168,71,46,0.84,20,20,21,81
169,61,0,0.85,29,25,95,155
170,69,94,0.87,21,21,41,101
171,93,49,0.84,24,20,3,63
172,105,5,0.9,28,20,51,111
173,53,93,0.89,26,21,106,166
174,2,28,0.84,24,21,32,92
175,61,51,0.83,30,29,30,90
176,22,31,0.84,20,19,71,131
177,89,53,0.84,21,21,44,104
178,59,76,0.88,26,21,30,90
179,119,98,0.88,29,24,107,167
180,86,2,0.89,21,21,3,63
181,59,5,0.86,29,28,116,176
182,96,21,0.86,24,24,90,150
183,25,101,0.89,27,26,89,149
184,67,101,0.82,24,22,57,117
185,71,80,0.82,20,19,73,133
186,96,76,0.83,24,20,6,66
187,28,9,0.81,20,19,75,135
188,16,108,0.84,30,27,17,77
189,7,37,0.86,23,23,24,84
190,105,81,0.85,28,22,90,150
191,3,28,0.85,20,20,51,111
192,95,54,0.85,29,22,45,105
193,106,86,0.89,25,25,64,124
194,82,8,0.8,24,21,35,95
195,74,38,0.87,28,21,0,60
196,86,104,0.81,21,20,59,119
197,85,21,0.82,26,26,63,123
198,106,39,0.9,27,22,38,98
199,64,113,0.83,20,19,82,142
200,62,69,0.85,27,19,67,127
201,26,74,0.85,25,21,65,125
202,118,76,0.88,27,24,24,84
203,80,105,0.87,29,24,36,96
204,31,14,0.84,25,25,37,97
205,66,59,0.82,28,23,14,74
206,76,6,0.82,22,21,58,118
207,54,91,0.84,25,20,46,106
208,34,40,0.82,26,25,41,101
209,38,56,0.89,21,19,36,96
210,44,112,0.85,23,22,25,85
211,109,61,0.84,21,21,24,84
212,114,10,0.89,26,26,28,88
213,85,69,0.84,26,23,1,61
214,32,49,0.9,26,24,68,128
215,95,106,0.8,20,20,120,180
216,98,76,0.83,22,21,48,108
217,88,31,0.86,28,22,73,133
218,25,71,0.81,23,22,56,116
219,30,112,0.88,27,26,120,180
220,8,54,0.8,27,20,45,105
221,84,1,0.86,24,19,26,86
222,27,77,0.81,26,23,7,67
223,59,107,0.86,27,25,22,82
224,20,5,0.86,27,19,111,171
225,5,47,0.81,25,22,55,115
226,86,15,0.89,24,23,90,150
227,35,86,0.8,24,23,86,146
228,58,33,0.86,28,20,21,81
229,52,61,0.83,21,21,10,70
230,96,109,0.86,20,20,37,97
231,48,37,0.88,20,20,82,142
232,27,38,0.8,23,21,88,148
233,60,56,0.87,30,27,43,103
234,53,107,0.81,23,21,20,80
235,79,86,0.82,27,25,55,115
236,9,37,0.84,23,19,47,107
237,71,62,0.87,22,19,103,163
238,5,12,0.84,21,21,39,99
239,6,7,0.86,25,25,101,161
240,107,15,0.83,23,21,113,173
241,36,58,0.82,27,24,71,131
242,14,105,0.85,22,22,10,70
243,51,41,0.81,27,26,34,94
244,3,103,0.86,27,20,59,119
245,76,56,0.82,29,21,7,67
246,112,72,0.84,21,21,64,124
247,26,77,0.82,24,21,6,66
248,82,6,0.8,27,24,85,145
249,111,19,0.85,26,21,94,154
250,56,54,0.83,29,19,52,112
251,88,20,0.9,20,19,98,158
252,75,50,0.84,27,27,72,132
253,48,45,0.86,23,22,28,88
254,29,61,0.83,23,19,95,155
255,75,3,0.87,28,25,58,118
256,119,39,0.82,21,20,94,154
257,57,104,0.87,27,23,17,77
258,49,35,0.9,25,21,92,152
259,71,69,0.86,30,21,92,152
260,10,15,0.85,23,22,70,130
261,67,27,0.84,26,19,94,154
262,62,28,0.89,26,19,24,84
263,106,35,0.84,26,23,15,75
264,93,68,0.84,26,25,83,143
265,46,29,0.81,23,23,3,63
266,99,35,0.86,29,29,66,126
267,60,41,0.81,29,24,12,72
268,3,75,0.85,21,19,31,91
269,27,38,0.85,25,24,77,137
270,67,9,0.82,25,19,92,152
271,87,6,0.9,28,28,85,145
272,22,31,0.84,22,21,91,151
273,71,111,0.81,24,22,12,72
274,15,19,0.83,24,19,50,110
275,105,10,0.87,20,19,87,147
276,37,96,0.81,21,19,44,104
277,65,5,0.88,27,27,54,114
278,65,86,0.83,29,22,47,107
279,34,67,0.84,29,23,74,134
280,57,84,0.82,29,19,75,135
281,98,18,0.83,28,22,41,101
282,114,118,0.81,20,20,96,156
283,38,49,0.88,21,21,84,144
284,100,110,0.86,25,22,86,146
285,15,87,0.84,28,24,15,75
286,112,62,0.84,28,23,90,150
287,73,28,0.85,24,23,20,80
288,65,23,0.85,25,20,57,117
289,108,89,0.85,20,19,48,108
290,114,87,0.89,27,25,105,165
291,16,12,0.81,28,21,44,104
292,14,81,0.84,22,19,95,155
293,111,85,0.83,24,20,20,80
294,116,37,0.87,26,19,82,142
295,106,0,0.84,21,20,98,158
296,32,103,0.89,23,19,10,70
297,79,119,0.88,28,19,7,67
298,8,34,0.85,26,23,100,160
299,23,91,0.82,24,19,6,66
300,116,19,0.83,24,20,107,167
301,73,25,0.89,23,20,72,132
302,114,14,0.83,26,20,87,147
303,113,107,0.86,20,20,105,165
304,34,0,0.9,26,19,91,151
305,6,2,0.88,29,21,99,159
306,107,112,0.85,23,21,103,163
307,67,12,0.88,25,19,82,142
308,82,15,0.8,30,24,71,131
309,60,42,0.89,20,19,57,117
310,15,40,0.88,21,19,81,141
311,44,70,0.85,27,23,68,128
312,11,80,0.87,20,19,117,177
313,6,32,0.88,30,29,104,164
314,79,20,0.81,20,19,89,149
315,29,84,0.83,20,19,118,178
316,86,61,0.84,25,20,76,136
317,17,10,0.84,23,22,91,151
318,106,0,0.89,22,22,29,89
319,73,78,0.82,24,19,64,124
