ID,x,y,T_costPow
189,29,147,3
190,6,146,3
191,102,124,3
192,0,131,3
193,65,142,3
194,56,109,3
195,84,30,3
196,29,42,3
197,93,27,3
198,25,134,3
199,136,118,3
200,23,122,3
201,101,36,3
202,103,132,3
203,16,147,3
204,14,52,3
205,41,66,3
206,30,42,3
207,14,136,3
208,50,49,3
209,70,47,3
210,24,60,3
211,87,21,3
212,129,113,3
213,119,62,3
214,110,55,3
215,127,137,3
216,144,114,3
217,79,14,3
218,116,103,3
219,147,79,3
220,72,65,3
221,40,85,3
222,124,34,3
223,34,117,3
224,13,121,3
225,72,27,3
226,144,138,3
227,115,27,3
228,113,77,3
229,0,21,3
230,9,87,3
231,83,102,3
232,148,139,3
233,63,78,3
234,92,11,3
235,61,132,3
236,73,67,3
237,142,142,3
238,51,65,3
239,32,25,3
240,13,144,3
241,68,31,3
242,72,118,3
243,121,99,3
244,9,56,3
245,10,85,3
246,129,136,3
247,102,92,3
248,142,18,3
249,123,116,3
250,71,56,3
251,8,25,3
252,123,138,3
253,48,42,3
254,144,1,3
255,34,61,3
256,113,73,3
257,102,66,3
258,89,14,3
259,77,98,3
260,33,133,3
261,114,118,3
262,19,145,3
263,65,23,3
264,102,40,3
265,148,20,3
266,133,74,3
267,30,100,3
268,100,75,3
269,24,18,3
270,82,35,3
271,125,7,3
272,18,96,3
273,51,107,3
274,73,96,3
275,103,109,3
276,67,148,3
277,116,88,3
278,25,21,3
279,66,119,3
280,138,65,3
281,127,13,3
282,117,115,3
283,3,94,3
284,20,89,3
285,6,122,3
286,108,57,3
287,26,78,3
288,39,102,3
289,105,97,3
290,129,12,3
291,18,99,3
292,67,29,3
293,144,121,3
294,55,87,3
295,36,122,3
296,21,120,3
297,35,97,3
298,95,137,3
299,64,91,3
300,20,62,3
301,39,42,3
302,123,65,3
303,84,80,3
304,47,36,3
305,27,50,3
306,62,21,3
307,22,131,3
308,36,146,3
309,31,117,3
310,90,52,3
311,95,141,3
312,110,26,3
313,11,123,3
314,74,8,3
315,24,49,3
316,83,119,3
317,30,4,3
318,26,149,3
319,43,79,3
320,60,45,3
321,52,29,3
322,66,69,3
323,121,125,3
324,35,75,3
325,102,41,3
326,2,117,3
327,20,61,3
328,61,114,3
329,138,99,3
330,50,38,3
331,71,21,3
332,82,91,3
333,40,41,3
334,57,125,3
335,41,39,3
336,62,138,3
337,56,9,3
338,49,95,3
339,64,25,3
340,37,147,3
341,3,122,3
342,146,7,3
343,55,37,3
344,78,80,3
345,91,45,3
346,34,113,3
347,70,19,3
348,108,135,3
349,63,5,3
350,114,71,3
351,65,1,3
352,134,46,3
353,22,25,3
354,148,1,3
355,114,83,3
356,67,88,3
357,98,43,3
358,141,101,3
359,63,94,3
360,38,10,3
361,8,83,3
362,96,139,3
363,42,55,3
364,58,46,3
365,60,98,3
366,119,100,3
367,61,48,3
368,30,107,3
369,143,17,3
370,71,6,3
371,70,80,3
372,37,120,3
373,103,9,3
374,24,90,3
375,37,81,3
376,42,117,3
377,59,111,3
378,59,57,3
379,149,64,3
380,29,104,3
381,62,96,3
382,138,11,3
383,38,99,3
384,52,90,3
385,77,75,3
386,148,15,3
387,56,115,3
388,45,59,3
389,118,111,3
390,69,82,3
391,145,140,3
392,116,111,3
393,146,17,3
394,0,85,3
395,35,49,3
396,6,139,3
397,48,142,3
398,136,65,3
399,36,108,3
400,58,64,3
401,135,32,3
402,14,70,3
403,96,76,3
404,80,51,3
405,125,57,3
406,50,135,3
407,72,15,3
408,62,85,3
409,148,121,3
410,84,102,3
411,93,9,3
412,8,69,3
413,78,9,3
414,80,25,3
415,18,112,3
416,97,70,3
417,117,77,3
418,5,85,3
419,82,75,3
420,41,104,3
421,57,43,3
422,103,25,3
423,117,128,3
424,81,35,3
425,26,18,3
426,47,21,3
427,133,18,3
428,147,117,3
429,101,63,3
430,12,112,3
431,61,137,3
432,84,142,3
433,19,102,3
434,4,50,3
435,121,130,3
436,98,31,3
437,33,4,3
438,84,125,3
439,111,112,3
440,74,110,3
441,115,63,3
442,45,75,3
443,103,65,3
444,30,66,3
445,122,5,3
446,47,104,3
447,94,41,3
448,19,118,3
449,118,140,3
450,123,56,3
451,12,124,3
452,50,107,3
453,46,144,3
454,115,14,3
455,100,44,3
456,68,142,3
457,4,46,3
458,26,4,3
459,61,111,3
460,105,34,3
461,85,118,3
462,27,90,3
463,113,6,3
464,113,127,3
465,58,119,3
466,65,100,3
467,103,0,3
468,37,148,3
469,87,72,3
470,94,109,3
471,21,113,3
472,81,6,3
473,118,28,3
474,67,17,3
475,50,23,3
476,144,142,3
477,60,41,3
478,101,119,3
479,143,66,3
480,16,11,3
481,138,121,3
482,76,86,3
483,90,66,3
484,29,95,3
485,1,125,3
486,35,14,3
487,37,110,3
488,28,66,3
489,2,7,3
490,67,57,3
491,95,122,3
492,26,41,3
493,76,84,3
494,65,133,3
495,104,87,3
496,104,55,3
497,49,0,3
498,77,64,3
499,43,58,3
500,113,129,3
501,48,41,3
502,58,94,3
503,91,41,3
504,50,61,3
505,13,23,3
506,9,112,3
507,29,7,3
508,71,84,3
509,125,12,3
510,13,45,3
511,131,113,3
512,76,9,3
513,20,100,3
514,144,98,3
515,28,15,3
516,101,50,3
517,56,91,3
518,86,144,3
519,26,21,3
520,78,44,3
521,140,45,3
522,101,68,3
523,110,101,3
524,87,125,3
525,130,69,3
526,64,86,3
527,143,33,3
528,57,83,3
529,16,59,3
530,98,107,3
531,3,72,3
532,106,76,3
533,146,124,3
534,26,94,3
535,9,117,3
536,116,52,3
537,26,70,3
538,107,133,3
539,134,65,3
540,81,25,3
541,112,134,3
542,20,10,3
543,119,25,3
544,140,64,3
545,139,116,3
546,37,114,3
547,75,7,3
548,124,24,3
549,111,27,3
550,125,44,3
551,21,129,3
552,59,92,3
553,30,105,3
554,111,48,3
555,75,84,3
556,105,78,3
557,11,54,3
558,133,39,3
559,95,80,3
560,105,127,3
561,147,65,3
562,57,95,3
563,100,61,3
564,82,31,3
565,118,39,3
566,108,11,3
567,132,122,3
568,7,117,3
569,76,16,3
570,20,31,3
571,146,63,3
572,140,147,3
573,65,12,3
574,126,139,3
575,117,54,3
576,82,56,3
577,40,110,3
578,102,38,3
579,103,50,3
580,127,70,3
581,94,102,3
582,18,25,3
583,65,44,3
584,72,123,3
585,130,115,3
586,128,84,3
587,92,60,3
588,26,83,3
589,6,14,3
590,42,43,3
591,63,77,3
592,10,29,3
593,53,80,3
594,130,35,3
595,76,130,3
596,37,12,3
597,123,27,3
598,108,48,3
599,121,13,3
