ID,x,y,workerRge,W_uptime,W_downtime
81,125,32,0.23,101,161
82,117,8,0.25,77,137
83,108,133,0.3,94,154
84,24,15,0.27,114,174
85,1,44,0.2,117,177
86,145,6,0.25,50,110
87,37,87,0.22,74,134
88,73,92,0.28,68,128
89,88,130,0.29,80,140
90,104,107,0.26,10,70
91,65,70,0.24,112,172
92,86,12,0.28,91,151
93,36,146,0.24,15,75
94,19,14,0.23,93,153
95,117,89,0.2,25,85
96,12,148,0.27,104,164
97,8,129,0.22,33,93
98,21,32,0.22,71,131
99,6,101,0.24,89,149
100,7,133,0.3,40,100
101,18,82,0.3,59,119
102,61,124,0.27,6,66
103,132,117,0.27,39,99
104,30,126,0.26,107,167
105,101,97,0.29,0,60
106,83,0,0.22,67,127
107,56,13,0.21,82,142
108,125,22,0.29,3,63
109,116,36,0.28,105,165
110,135,149,0.23,94,154
111,1,33,0.23,71,131
112,89,119,0.23,61,121
113,137,74,0.29,35,95
114,90,87,0.29,61,121
115,135,37,0.21,84,144
116,76,104,0.21,55,115
117,44,47,0.3,1,61
118,4,69,0.28,36,96
119,147,18,0.29,24,84
120,67,34,0.27,85,145
121,125,41,0.25,22,82
122,91,57,0.21,71,131
123,143,102,0.2,29,89
124,47,67,0.21,38,98
125,29,89,0.3,37,97
126,55,125,0.24,9,69
127,79,123,0.23,38,98
128,127,40,0.23,30,90
129,136,105,0.29,79,139
130,107,53,0.27,51,111
131,0,87,0.23,75,135
132,58,9,0.21,116,176
133,127,46,0.2,55,115
134,34,118,0.21,1,61
135,93,110,0.29,26,86
136,119,147,0.23,33,93
137,76,31,0.21,118,178
138,95,23,0.23,40,100
139,144,128,0.24,28,88
140,52,77,0.24,59,119
141,102,14,0.24,44,104
142,90,82,0.22,41,101
143,85,59,0.2,114,174
144,48,131,0.25,74,134
145,76,124,0.29,18,78
146,106,38,0.23,109,169
147,142,32,0.28,27,87
148,2,25,0.21,31,91
149,25,22,0.29,13,73
150,2,109,0.3,23,83
151,62,78,0.3,10,70
152,79,130,0.27,27,87
153,111,55,0.27,46,106
154,83,141,0.2,83,143
155,42,20,0.22,29,89
156,125,42,0.26,77,137
157,87,47,0.21,35,95
158,1,22,0.26,102,162
159,80,139,0.26,101,161
160,140,128,0.23,27,87
161,14,136,0.27,85,145
162,52,120,0.25,36,96
163,43,141,0.29,117,177
164,147,16,0.24,17,77
165,56,13,0.27,116,176
166,107,12,0.22,115,175
167,10,67,0.25,97,157
168,115,102,0.3,7,67
169,115,7,0.22,9,69
170,1,115,0.25,68,128
171,140,24,0.29,29,89
172,17,97,0.28,84,144
173,42,64,0.24,20,80
174,144,54,0.22,103,163
175,84,77,0.26,39,99
176,62,58,0.29,77,137
177,144,69,0.21,61,121
178,90,61,0.29,87,147
179,18,109,0.21,78,138
180,93,140,0.26,103,163
181,124,53,0.21,47,107
182,21,119,0.26,44,104
183,63,81,0.28,56,116
184,60,105,0.29,85,145
185,103,65,0.27,73,133
186,27,104,0.29,80,140
187,24,42,0.27,66,126
188,17,66,0.25,38,98
189,68,140,0.3,29,89
190,94,21,0.22,30,90
191,131,108,0.23,108,168
192,19,143,0.2,119,179
193,141,128,0.3,36,96
194,130,125,0.27,14,74
195,96,99,0.27,76,136
196,96,123,0.25,30,90
197,7,22,0.2,15,75
198,62,8,0.26,63,123
199,102,81,0.25,99,159
200,66,99,0.24,96,156
201,22,110,0.27,38,98
202,92,41,0.23,31,91
203,77,91,0.25,80,140
204,89,54,0.26,20,80
205,15,47,0.21,105,165
206,50,107,0.23,47,107
207,86,139,0.21,29,89
208,52,147,0.29,46,106
209,35,90,0.21,98,158
210,136,70,0.26,120,180
211,47,88,0.22,103,163
212,36,107,0.21,7,67
213,20,146,0.26,108,168
214,92,41,0.24,92,152
215,64,138,0.29,36,96
216,80,11,0.22,85,145
217,19,147,0.21,28,88
218,42,142,0.23,86,146
219,124,104,0.27,59,119
220,109,83,0.21,51,111
221,119,21,0.2,7,67
222,58,143,0.2,87,147
223,83,75,0.25,1,61
224,75,27,0.29,22,82
225,105,6,0.25,97,157
226,40,2,0.2,32,92
227,121,33,0.2,16,76
228,138,14,0.21,48,108
229,124,18,0.2,91,151
230,7,3,0.23,106,166
231,141,24,0.23,62,122
232,140,45,0.28,77,137
233,72,93,0.22,59,119
234,112,17,0.21,8,68
235,7,36,0.21,73,133
236,19,99,0.23,118,178
237,106,63,0.22,42,102
238,36,103,0.24,112,172
239,90,4,0.2,92,152
240,21,146,0.2,84,144
241,8,82,0.28,46,106
242,26,122,0.24,93,153
243,13,83,0.22,118,178
244,25,32,0.28,91,151
245,70,69,0.29,6,66
246,114,33,0.25,3,63
247,146,97,0.22,12,72
248,133,132,0.21,39,99
249,133,129,0.26,105,165
250,46,62,0.24,6,66
251,15,137,0.23,54,114
252,84,107,0.2,96,156
253,72,31,0.26,23,83
254,39,79,0.26,32,92
255,79,57,0.21,5,65
256,130,71,0.25,58,118
257,106,87,0.23,14,74
258,6,133,0.21,118,178
259,58,29,0.28,113,173
260,38,76,0.27,114,174
261,131,4,0.24,44,104
262,82,112,0.23,102,162
263,114,126,0.22,19,79
264,99,12,0.24,115,175
265,101,123,0.3,25,85
266,139,128,0.27,79,139
267,62,135,0.23,21,81
268,51,58,0.23,82,142
269,3,31,0.28,114,174
270,20,25,0.26,9,69
271,39,19,0.29,72,132
272,97,113,0.27,45,105
273,143,37,0.26,42,102
274,102,11,0.29,62,122
275,141,99,0.26,28,88
276,123,47,0.29,8,68
277,25,132,0.26,23,83
278,26,49,0.3,86,146
279,126,14,0.29,7,67
280,108,29,0.25,8,68
281,130,78,0.29,11,71
282,15,40,0.25,116,176
283,74,3,0.24,1,61
284,2,20,0.3,2,62
285,3,79,0.24,29,89
286,122,20,0.2,19,79
287,96,116,0.26,40,100
288,96,8,0.26,103,163
289,116,74,0.3,20,80
290,9,58,0.2,75,135
291,58,43,0.3,110,170
292,83,10,0.28,55,115
293,34,98,0.28,54,114
294,119,89,0.25,20,80
295,71,69,0.24,82,142
296,19,135,0.23,88,148
297,33,138,0.21,61,121
298,70,68,0.28,106,166
299,85,8,0.23,22,82
